Interaction_ID,Timestamp,User_ID,Interaction_Type,Product_ID,Search_Query
2642,2023-12-07 04:14:14.630208,42,product_search,-,phone
2643,2023-12-07 04:14:14.630208,43,product_search,-,phone
2644,2023-12-07 04:14:14.630208,44,product_search,-,clothing
2645,2023-12-07 04:14:14.630208,45,product_search,-,phone
2646,2023-12-07 04:14:14.630208,46,product_search,-,laptop
2647,2023-12-07 04:14:14.630208,47,product_search,-,electronics
2648,2023-12-07 04:14:14.630208,48,product_search,-,electronics
2649,2023-12-07 04:14:14.630208,49,product_search,-,phone
2650,2023-12-07 04:14:14.630208,50,product_search,-,laptop
2651,2023-12-07 04:14:14.630208,51,product_search,-,shoes
2652,2023-12-07 04:14:14.630208,52,product_search,-,laptop
2653,2023-12-07 04:14:14.630208,53,product_search,-,phone
2654,2023-12-07 04:14:14.630208,54,product_search,-,clothing
2655,2023-12-07 04:14:14.630208,55,product_search,-,shoes
2656,2023-12-07 04:14:14.630208,56,product_search,-,laptop
2657,2023-12-07 04:14:14.630208,57,product_search,-,clothing
2658,2023-12-07 04:14:14.630208,58,product_search,-,shoes
2659,2023-12-07 04:14:14.630208,59,product_search,-,electronics
2660,2023-12-07 04:14:14.630208,60,product_search,-,clothing
2661,2023-12-07 04:14:14.630208,61,product_search,-,laptop
2662,2023-12-07 04:14:14.630208,62,product_search,-,shoes
2663,2023-12-07 04:14:14.630208,63,product_search,-,clothing
2664,2023-12-07 04:14:14.630208,64,product_search,-,laptop
2665,2023-12-07 04:14:14.630208,65,product_search,-,phone
2666,2023-12-07 04:14:14.630208,66,product_search,-,phone
2667,2023-12-07 04:14:14.630208,67,product_search,-,clothing
2668,2023-12-07 04:14:14.630208,68,product_search,-,electronics
2669,2023-12-07 04:14:14.630208,69,product_search,-,laptop
2670,2023-12-07 04:14:14.630208,70,product_search,-,phone
2671,2023-12-07 04:14:14.630208,71,product_search,-,phone
2672,2023-12-07 04:14:14.630208,72,product_search,-,phone
2673,2023-12-07 04:14:14.630208,73,product_search,-,clothing
2674,2023-12-07 04:14:14.630208,74,product_search,-,electronics
2675,2023-12-07 04:14:14.630208,75,product_search,-,electronics
2676,2023-12-07 04:14:14.630208,76,product_search,-,clothing
2677,2023-12-07 04:14:14.630208,77,product_search,-,electronics
2678,2023-12-07 04:14:14.630208,78,product_search,-,clothing
2679,2023-12-07 04:14:14.630208,79,product_search,-,laptop
2680,2023-12-07 04:14:14.630208,80,product_search,-,phone
2681,2023-12-07 04:14:14.630208,81,product_search,-,shoes
2682,2023-12-07 04:14:14.630208,82,product_search,-,electronics
2683,2023-12-07 04:14:14.630208,83,product_search,-,electronics
2684,2023-12-07 04:14:14.630208,84,product_search,-,laptop
2685,2023-12-07 04:14:14.630208,85,product_search,-,shoes
2686,2023-12-07 04:14:14.630208,86,product_search,-,electronics
2687,2023-12-07 04:14:14.630208,87,product_search,-,clothing
2688,2023-12-07 04:14:14.630208,88,product_search,-,shoes
2689,2023-12-07 04:14:14.630208,89,product_search,-,shoes
2690,2023-12-07 04:14:14.630208,90,product_search,-,shoes
2691,2023-12-07 04:14:14.630208,91,product_search,-,phone
2692,2023-12-07 04:14:14.630208,92,product_search,-,clothing
2693,2023-12-07 04:14:14.630208,93,product_search,-,clothing
2694,2023-12-07 04:14:14.630208,94,product_search,-,electronics
2695,2023-12-07 04:14:14.630208,95,product_search,-,clothing
2696,2023-12-07 04:14:14.630208,96,product_search,-,laptop
2697,2023-12-07 04:14:14.630208,97,product_search,-,phone
2698,2023-12-07 04:14:14.630208,98,product_search,-,clothing
2699,2023-12-07 04:14:14.630208,99,product_search,-,clothing
2700,2023-12-07 04:14:14.630208,100,product_search,-,electronics
