Interaction_ID,Timestamp,User_ID,Interaction_Type,Product_ID,Product_Name
2841,2023-12-07 04:16:14.856651,41,product_view,7,Jeans
2842,2023-12-07 04:16:14.856651,42,product_view,41,Printed Books
2843,2023-12-07 04:16:14.856651,43,product_view,25,Desk Chair
2844,2023-12-07 04:16:14.856651,44,product_view,13,Notebook
2845,2023-12-07 04:16:14.856651,45,product_view,2,Smartphone
2846,2023-12-07 04:16:14.856651,46,product_view,49,Camping Tent
2847,2023-12-07 04:16:14.856651,47,product_view,18,Blender
2848,2023-12-07 04:16:14.856651,48,product_view,37,Air Purifier
2849,2023-12-07 04:16:14.856651,49,product_view,21,Running Shoes
2850,2023-12-07 04:16:14.856651,50,product_view,21,Running Shoes
2851,2023-12-07 04:16:14.856651,51,product_view,42,Cookware Set
2852,2023-12-07 04:16:14.856651,52,product_view,28,Water Bottle
2853,2023-12-07 04:16:14.856651,53,product_view,21,Running Shoes
2854,2023-12-07 04:16:14.856651,54,product_view,29,Yoga Mat
2855,2023-12-07 04:16:14.856651,55,product_view,4,Camera
2856,2023-12-07 04:16:14.856651,56,product_view,18,Blender
2857,2023-12-07 04:16:14.856651,57,product_view,40,Curtains
2858,2023-12-07 04:16:14.856651,58,product_view,35,Umbrella
2859,2023-12-07 04:16:14.856651,59,product_view,42,Cookware Set
2860,2023-12-07 04:16:14.856651,60,product_view,33,Sweater
2861,2023-12-07 04:16:14.856651,61,product_view,15,Art Supplies
2862,2023-12-07 04:16:14.856651,62,product_view,43,Dumbbells
2863,2023-12-07 04:16:14.856651,63,product_view,2,Smartphone
2864,2023-12-07 04:16:14.856651,64,product_view,9,Dress
2865,2023-12-07 04:16:14.856651,65,product_view,26,Watch
2866,2023-12-07 04:16:14.856651,66,product_view,28,Water Bottle
2867,2023-12-07 04:16:14.856651,67,product_view,13,Notebook
2868,2023-12-07 04:16:14.856651,68,product_view,41,Printed Books
2869,2023-12-07 04:16:14.856651,69,product_view,2,Smartphone
2870,2023-12-07 04:16:14.856651,70,product_view,47,Cushions
2871,2023-12-07 04:16:14.856651,71,product_view,15,Art Supplies
2872,2023-12-07 04:16:14.856651,72,product_view,7,Jeans
2873,2023-12-07 04:16:14.856651,73,product_view,19,Coffee Maker
2874,2023-12-07 04:16:14.856651,74,product_view,23,Guitar
2875,2023-12-07 04:16:14.856651,75,product_view,41,Printed Books
2876,2023-12-07 04:16:14.856651,76,product_view,50,Sleeping Bag
2877,2023-12-07 04:16:14.856651,77,product_view,10,Jacket
2878,2023-12-07 04:16:14.856651,78,product_view,3,Headphones
2879,2023-12-07 04:16:14.856651,79,product_view,4,Camera
2880,2023-12-07 04:16:14.856651,80,product_view,30,Plant
2881,2023-12-07 04:16:14.856651,81,product_view,1,Laptop
2882,2023-12-07 04:16:14.856651,82,product_view,44,Candles
2883,2023-12-07 04:16:14.856651,83,product_view,43,Dumbbells
2884,2023-12-07 04:16:14.856651,84,product_view,38,Bed Sheets
2885,2023-12-07 04:16:14.856651,85,product_view,36,Vacuum Cleaner
2886,2023-12-07 04:16:14.856651,86,product_view,11,Book
2887,2023-12-07 04:16:14.856651,87,product_view,17,Microwave
2888,2023-12-07 04:16:14.856651,88,product_view,36,Vacuum Cleaner
2889,2023-12-07 04:16:14.856651,89,product_view,25,Desk Chair
2890,2023-12-07 04:16:14.856651,90,product_view,3,Headphones
2891,2023-12-07 04:16:14.856651,91,product_view,20,Toaster
2892,2023-12-07 04:16:14.856651,92,product_view,1,Laptop
2893,2023-12-07 04:16:14.856651,93,product_view,3,Headphones
2894,2023-12-07 04:16:14.856651,94,product_view,33,Sweater
2895,2023-12-07 04:16:14.856651,95,product_view,10,Jacket
2896,2023-12-07 04:16:14.856651,96,product_view,33,Sweater
2897,2023-12-07 04:16:14.856651,97,product_view,8,Sneakers
2898,2023-12-07 04:16:14.856651,98,product_view,48,Hiking Boots
2899,2023-12-07 04:16:14.856651,99,product_view,11,Book
2900,2023-12-07 04:16:14.856651,100,product_view,4,Camera
